##############################################################################
# Generated by SWASHES version 1.03.00, 2016-01-29
##############################################################################
# Dimension: 1
# Type: 3 (=Dam break)
# Domain: 1
# Choice: 1 (=on a wet domain without friction (Stoker's solution))
##############################################################################
# PARAMETERS OF THE SOLUTION
# 
# Length of the domain: 10 meters
# Space step: 0.00488281 meters
# Number of cells: 2048
# Position of the dam: x=5 meters
# Time value: 6 seconds
##############################################################################
# 
#(i-0.5)*dx 	    h[i] 	    u[i] 	 topo[i] 	    q[i] 	 topo[i]+h[i] 	Fr[i]=Froude	 topo[i]+hc[i] 	
0.00244141	    0.005	        0	        0	        0	    0.005	        0	        0	
0.00732422	    0.005	        0	        0	        0	    0.005	        0	        0	
0.012207	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0170898	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0219727	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0268555	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0317383	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0366211	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0415039	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0463867	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0512695	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0561523	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0610352	    0.005	        0	        0	        0	    0.005	        0	        0	
0.065918	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0708008	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0756836	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0805664	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0854492	    0.005	        0	        0	        0	    0.005	        0	        0	
0.090332	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0952148	    0.005	        0	        0	        0	    0.005	        0	        0	
0.100098	    0.005	        0	        0	        0	    0.005	        0	        0	
0.10498	    0.005	        0	        0	        0	    0.005	        0	        0	
0.109863	    0.005	        0	        0	        0	    0.005	        0	        0	
0.114746	    0.005	        0	        0	        0	    0.005	        0	        0	
0.119629	    0.005	        0	        0	        0	    0.005	        0	        0	
0.124512	    0.005	        0	        0	        0	    0.005	        0	        0	
0.129395	    0.005	        0	        0	        0	    0.005	        0	        0	
0.134277	    0.005	        0	        0	        0	    0.005	        0	        0	
0.13916	    0.005	        0	        0	        0	    0.005	        0	        0	
0.144043	    0.005	        0	        0	        0	    0.005	        0	        0	
0.148926	    0.005	        0	        0	        0	    0.005	        0	        0	
0.153809	    0.005	        0	        0	        0	    0.005	        0	        0	
0.158691	    0.005	        0	        0	        0	    0.005	        0	        0	
0.163574	    0.005	        0	        0	        0	    0.005	        0	        0	
0.168457	    0.005	        0	        0	        0	    0.005	        0	        0	
0.17334	    0.005	        0	        0	        0	    0.005	        0	        0	
0.178223	    0.005	        0	        0	        0	    0.005	        0	        0	
0.183105	    0.005	        0	        0	        0	    0.005	        0	        0	
0.187988	    0.005	        0	        0	        0	    0.005	        0	        0	
