##############################################################################
# Generated by SWASHES version 1.03.00, 2016-01-29
##############################################################################
# Dimension: 1
# Type: 3 (=Dam break)
# Domain: 1
# Choice: 1 (=on a wet domain without friction (Stoker's solution))
##############################################################################
# PARAMETERS OF THE SOLUTION
# 
# Length of the domain: 10 meters
# Space step: 0.00244141 meters
# Number of cells: 4096
# Position of the dam: x=5 meters
# Time value: 6 seconds
##############################################################################
# 
#(i-0.5)*dx 	    h[i] 	    u[i] 	 topo[i] 	    q[i] 	 topo[i]+h[i] 	Fr[i]=Froude	 topo[i]+hc[i] 	
0.0012207	    0.005	        0	        0	        0	    0.005	        0	        0	
0.00366211	    0.005	        0	        0	        0	    0.005	        0	        0	
0.00610352	    0.005	        0	        0	        0	    0.005	        0	        0	
0.00854492	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0109863	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0134277	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0158691	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0183105	    0.005	        0	        0	        0	    0.005	        0	        0	
0.020752	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0231934	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0256348	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0280762	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0305176	    0.005	        0	        0	        0	    0.005	        0	        0	
0.032959	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0354004	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0378418	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0402832	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0427246	    0.005	        0	        0	        0	    0.005	        0	        0	
0.045166	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0476074	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0500488	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0524902	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0549316	    0.005	        0	        0	        0	    0.005	        0	        0	
0.057373	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0598145	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0622559	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0646973	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0671387	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0695801	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0720215	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0744629	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0769043	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0793457	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0817871	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0842285	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0866699	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0891113	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0915527	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0939941	    0.005	        0	        0	        0	    0.005	        0	        0	
0.0964355	    0.005	        0	        0	        0	    0.005	        0	        0	
0.098877	    0.005	        0	        0	        0	    0.005	        0	        0	
0.101318	    0.005	        0	        0	        0	    0.005	        0	        0	
0.10376	    0.005	        0	        0	        0	    0.005	        0	        0	
0.106201	    0.005	        0	        0	        0	    0.005	        0	        0	
0.108643	    0.005	        0	        0	        0	    0.005	        0	        0	
0.111084	    0.005	        0	        0	        0	    0.005	        0	        0	
0.113525	    0.005	        0	        0	        0	    0.005	        0	        0	
0.115967	    0.005	        0	        0	        0	    0.005	        0	        0	
0.118408	    0.005	        0	        0	        0	    0.005	        0	        0	
0.12085	    0.005	        0	        0	        0	    0.005	        0	        0	
0.123291	    0.005	        0	        0	        0	    0.005	        0	        0	
0.125732	    0.005	        0	        0	        0	    0.005	        0	        0	
0.128174	    0.005	        0	        0	        0	    0.005	        0	        0	
0.130615	    0.005	        0	        0	        0	    0.005	        0	        0	
0.133057	    0.005	        0	        0	        0	    0.005	        0	        0	
0.135498	    0.005	        0	        0	        0	    0.005	        0	        0	
0.137939	    0.005	        0	        0	        0	    0.005	        0	        0	
0.140381	    0.005	        0	        0	        0	    0.005	        0	        0	
0.142822	    0.005	        0	        0	        0	    0.005	        0	        0	
0.145264	    0.005	        0	        0	        0	    0.005	        0	        0	
0.147705	    0.005	        0	        0	        0	    0.005	        0	        0	
